-7.037067017271044778e-01,-6.224117996981016754e-01,-6.764038911634381313e-01
-7.474384334688392029e-01,-6.556862772649417748e-01,-8.037025106024827670e-01
-8.477599551015656543e-01,-6.995182638729281477e-01,-8.030635065887951063e-01
-8.982856394524419974e-01,-7.554873949046830850e-01,-7.487404053531317993e-01
-9.448938986164235887e-01,-7.729857651446200295e-01,-7.385346313399124840e-01
-9.493381976846234638e-01,-7.932421370281569351e-01,-7.533644222904575249e-01
-9.525689615783844433e-01,-8.058460442147864500e-01,-7.603492084535937723e-01
-9.539238269661577396e-01,-8.238651240490065808e-01,-7.809319323114812805e-01
-9.553472560667720659e-01,-8.241404959123038720e-01,-8.008341250581777482e-01
-9.569850039747244130e-01,-8.303563396328518253e-01,-8.009156931120181566e-01
-9.570219962232034971e-01,-8.311225431987147028e-01,-8.074860900283403753e-01
-9.576237016465399821e-01,-8.281570531715546357e-01,-8.186436857622360064e-01
-9.579457573571091844e-01,-8.272221233445448130e-01,-8.219134170016374474e-01
-9.577969419478608026e-01,-8.272625456718966097e-01,-8.258761287391173100e-01
-9.571216517929926892e-01,-8.291871880140123663e-01,-8.273794922654539308e-01
-9.569123158652846906e-01,-8.305228978603406143e-01,-8.270429543523148963e-01
-9.566459054610118029e-01,-8.319428699319116882e-01,-8.274504253934095166e-01
-9.565203006836086042e-01,-8.324261401652138792e-01,-8.290848591629890185e-01
-9.567974291999038483e-01,-8.320502846187792789e-01,-8.312390254723945882e-01
-9.571452357538595690e-01,-8.316714463787177047e-01,-8.320169860018516994e-01
-9.572940244096573847e-01,-8.314321388647883948e-01,-8.322099103848078494e-01
-9.572769290767101369e-01,-8.314952033684582799e-01,-8.322388533282035761e-01
-9.572547091534518993e-01,-8.315346687570571715e-01,-8.322851822109925690e-01
-9.571991286620947781e-01,-8.316316323453701864e-01,-8.323513170269075667e-01
-9.571314156652573901e-01,-8.317427193977212641e-01,-8.324599068269821212e-01
-9.570848137652482324e-01,-8.318200314592895106e-01,-8.325264373302684318e-01
-9.570308579758940448e-01,-8.319194744112902162e-01,-8.325683883953142184e-01
-9.569472140791323023e-01,-8.320671794588744286e-01,-8.325716433138637962e-01
-9.568935409200255426e-01,-8.321628975597997746e-01,-8.325737376273080192e-01
-9.568348834931533764e-01,-8.322658699985826525e-01,-8.325713674259856978e-01
-9.567896055554349077e-01,-8.323539292284550806e-01,-8.325665356447705667e-01
-9.567498268651043469e-01,-8.324357684951327885e-01,-8.325605007905313437e-01
-9.567299465937931791e-01,-8.324769918138753555e-01,-8.325701069594445558e-01
-9.567229805510505392e-01,-8.324886076539436131e-01,-8.325908100654012545e-01
-9.567227785273809681e-01,-8.324892687922139656e-01,-8.326072255626187912e-01
-9.567219531810048361e-01,-8.324936849211194145e-01,-8.326138745070413849e-01
-9.567174313942395925e-01,-8.325037677002838921e-01,-8.326170539946936566e-01
-9.567087940917097244e-01,-8.325189382521788195e-01,-8.326208724759290858e-01
-9.566985980558458946e-01,-8.325361614388756548e-01,-8.326268343299635388e-01
-9.566844826711150551e-01,-8.325602800370962564e-01,-8.326357007374346475e-01
-9.566704002109557292e-01,-8.325864022418604238e-01,-8.326472703846362622e-01
-9.566505466133118363e-01,-8.326227358789214383e-01,-8.326606070712240237e-01
-9.566348915493049221e-01,-8.326526712519582984e-01,-8.326717794397840988e-01
-9.566213252735070727e-01,-8.326775329212853238e-01,-8.326788926304024008e-01
-9.566205331503400133e-01,-8.326811692800278886e-01,-8.326823194288704988e-01
-9.566198321492368484e-01,-8.326833255155036140e-01,-8.326839921208798456e-01
-9.566196375850185563e-01,-8.326837714838520865e-01,-8.326846729609896913e-01
-9.566192814835149383e-01,-8.326844615167227071e-01,-8.326846494038454560e-01
-9.566191852220099490e-01,-8.326846909932513752e-01,-8.326846091919092308e-01
-9.566190550757603939e-01,-8.326849661592595764e-01,-8.326845801860368601e-01
-9.566189967298924790e-01,-8.326850734461420656e-01,-8.326846430567423907e-01
-9.566189545551145867e-01,-8.326851362224373387e-01,-8.326847556254811655e-01
-9.566189837855919587e-01,-8.326850901043209019e-01,-8.326848550192585963e-01
-9.566190365519230410e-01,-8.326850180026522663e-01,-8.326849832608250734e-01
-9.566190470971563942e-01,-8.326850179267027974e-01,-8.326851056269396478e-01
-9.566189745852587967e-01,-8.326851524335651122e-01,-8.326852162263166379e-01
-9.566189049653960330e-01,-8.326852867925259583e-01,-8.326852798447924586e-01
-9.566188848171092163e-01,-8.326853407841733334e-01,-8.326853010574252201e-01
-9.566189034174347183e-01,-8.326853258217062903e-01,-8.326853057083064558e-01
-9.566189149978124862e-01,-8.326853156046182258e-01,-8.326853113037028242e-01
-9.566189165090389634e-01,-8.326853148000420424e-01,-8.326853140469584469e-01
-9.566189168123716557e-01,-8.326853146640750269e-01,-8.326853146645455395e-01
-9.566189168073938598e-01,-8.326853147367138108e-01,-8.326853147335356864e-01
-9.566189168066397963e-01,-8.326853147519833742e-01,-8.326853147449403414e-01
-9.566189168075959204e-01,-8.326853147514535758e-01,-8.326853147467950800e-01
-9.566189168089550554e-01,-8.326853147507328190e-01,-8.326853147470968386e-01
-9.566189168103805818e-01,-8.326853147496547924e-01,-8.326853147480829387e-01
-9.566189168113014007e-01,-8.326853147492968565e-01,-8.326853147488465501e-01
-9.566189168114292984e-01,-8.326853147491112273e-01,-8.326853147489919893e-01
-9.566189168114583863e-01,-8.326853147490848039e-01,-8.326853147489751139e-01
-9.566189168114614949e-01,-8.326853147490839158e-01,-8.326853147489760021e-01
-9.566189168114859198e-01,-8.326853147490772544e-01,-8.326853147489842177e-01
-9.566189168115201147e-01,-8.326853147490688167e-01,-8.326853147490008711e-01
-9.566189168115600827e-01,-8.326853147490705931e-01,-8.326853147490297369e-01
-9.566189168117570363e-01,-8.326853147489933216e-01,-8.326853147491634077e-01
-9.566189168117452679e-01,-8.326853147490239637e-01,-8.326853147492124796e-01
-9.566189168117428254e-01,-8.326853147490284046e-01,-8.326853147492195850e-01
-9.566189168117434916e-01,-8.326853147490272944e-01,-8.326853147492206952e-01
-9.566189168117432695e-01,-8.326853147490277385e-01,-8.326853147492206952e-01
